"id","event_Name","performer","event_id","stagesN","description","tpltype"
"1622","ハロプロANNEX 〜Berryz工房×℃-ute＝Sweet♡〜 ＜清水佐紀・菅谷梨沙子・萩原舞＞","清水佐紀 / 菅谷梨沙子 / 萩原舞","FC12006","2",,"0"
"1623","モーニング娘。ANNEXイベント 〜祝・入学式〜","譜久村聖 / 石田亜佑美 / 佐藤優樹 / 工藤遥","FC12007","6",,"0"
"1624","Berryz工房 ANNEXイベント2012春〜べリックス〜 ＜須藤茉麻・夏焼雅＞","須藤茉麻 / 夏焼雅","FC12008","2",,"0"
"1625","Berryz工房 ANNEXイベント2012春〜べリックス〜 ＜熊井友理奈・菅谷梨沙子＞","熊井友理奈 / 菅谷梨沙子","FC12009","2",,"0"
"1626","Berryz工房 ANNEXイベント2012春〜べリックス〜 ＜清水佐紀・嗣永桃子・徳永千奈美＞","清水佐紀 / 嗣永桃子 / 徳永千奈美","FC12010","2",,"0"
"1627","S/mileage MegaBank vol.5 〜2周年記念スペシャル〜","スマイレージ","FC12011","3",,"0"
"1628","℃フェス2012初夏〜℃-なっちゃうのよソロLIVE！Part2〜 ＜萩原舞＞","萩原舞","FC12012","2",,"0"
"1629","℃フェス2012初夏〜℃-なっちゃうのよソロLIVE！Part2〜 ＜中島早貴＞","中島早貴","FC12013","2",,"0"
"1630","モースマ。FCイベント 〜ガチ☆キラ〜","譜久村聖 / 生田衣梨奈 / 鞘師里保 / 鈴木香音 / 飯窪春菜 / 石田亜佑美 / 佐藤優樹 / 工藤遥 / 中西香菜 / 竹内朱莉 / 勝田里奈 / 田村芽実","FC12014","6",,"0"
"1631","℃フェス2012初夏〜℃-なっちゃうのよソロLIVE！Part2〜 ＜矢島舞美＞","矢島舞美","FC12015","2",,"0"
"1632","℃フェス2012初夏〜℃-なっちゃうのよソロLIVE！Part2〜 ＜岡井千聖＞","岡井千聖","FC12016","2",,"0"
"1633","℃フェス2012初夏〜℃-なっちゃうのよソロLIVE！Part2〜 ＜鈴木愛理＞","鈴木愛理","FC12017","2",,"0"
"1634","Berryz工房 ANNEXイベント〜なつとくスペシャル〜 ＜徳永千奈美＞","徳永千奈美","FC12018","2",,"0"
"1635","Berryz工房 ANNEXイベント〜なつとくスペシャル〜 ＜夏焼雅＞","夏焼雅","FC12019","2",,"0"
"1636","Berryz工房 ANNEXイベント〜なつとくスペシャル〜 ＜徳永千奈美・夏焼雅＞","徳永千奈美 / 夏焼雅","FC12020","2",,"0"
"1637","ハロプロ研修生 ファンクラブ発表会9月『汐留アフタ〜、赤羽橋ハンター！』","高木紗友希 / 田辺奈菜美 / 大塚愛菜 / 小数賀芙由香／","FC12021","4",,"0"
"1638","モーニング娘。10期メンバーイベント 〜祝・明日で1周年！11期メンバーが入って来る前に私達がんばらないとっ！！〜","飯窪春菜 / 石田亜佑美 / 佐藤優樹 / 工藤遥","FC12022","1",,"0"
"1639","新垣さんを応援する会 第一回会合〜新垣さんの誕生日を勝手に祝う会","生田衣梨奈","FC12023","3",,"0"
"1640","ハロプロ研修生 ファンクラブ発表会10月『10月のパシフィック〜ヘブンとれちゃいました！〜』","宮本佳林 / 田辺奈菜美 / 浜浦彩乃 / 小川麗奈 / 室田瑞希 / 岡村里星／","FC12024","3",,"0"
"1641","Berryz工房 ANNEXイベント〜3HAPPY DAYS !!!〜 ＜熊井友理奈・徳永千奈美＞","熊井友理奈 / 徳永千奈美","FC12025","2",,"0"
"1642","Berryz工房 ANNEXイベント〜3HAPPY DAYS !!!〜 ＜須藤茉麻・夏焼雅＞","須藤茉麻 / 夏焼雅","FC12026","2",,"0"
"1643","Berryz工房 ANNEXイベント〜3HAPPY DAYS !!!〜 ＜菅谷梨沙子・清水佐紀＞","菅谷梨沙子 / 清水佐紀","FC12027","2",,"0"
"1644","℃-ute FC EVENT 第15弾！〜キューティー♡ランド7〜","℃-ute","FC12028","5",,"0"
"1645","真野 Friends Party vol.6 〜Mano Christmas world〜","真野恵里菜","FC12029","2",,"0"
"1646","モーニング娘。FCイベント 2013 WINTER 〜Morning Labo！Ⅳ〜","モーニング娘。","FC13001","2",,"0"
"1647","ハロプロ研修生 ファンクラブ発表会３月「ハロプロ研修生寮 入寮者募集!?したら…。〜いっきに６人入寮!!お祝いスペシャル〜」","吉橋くるみ / 室田瑞希 / 野村みな美 / 加賀楓 / 和田桜","FC13002","6",,"0"
"1648","スマイレージ２期メンバーファンクラブイベント〜クワッドスマイル〜","中西香菜 / 竹内朱莉 / 勝田里奈 / 田村芽実","FC13003","2",,"0"
"1649","モーニング娘。６期メンバーファンクラブイベント","道重さゆみ / 田中れいな","FC13004","1",,"0"
"1650","Juice=Juiceお披露目イベント","Juice=Juice","FC13005","1",,"0"
"1651","Juice=Juice応援企画2013.8〜Miracle×Juice×Box〜","Juice=Juice","FC13006","1",,"0"
"1652","モーニング娘。小田さくらソロイベント〜さくらのしらべ〜","小田さくら","FC13007","2",,"0"
"1653","和田彩花&福田花音ファンクラブイベント 〜あやかのん デュアルスマイル〜","和田彩花 / 福田花音","FC13008","2",,"0"
"1654","モーニング娘。小田さくらソロイベント〜さくらのしらべ2〜","小田さくら","FC13009","2",,"0"
"1655","鈴木愛理FCイベント 〜19の歌声〜ふたたび","鈴木愛理","FC13010","1",,"0"
"1656","Hello! Project FCイベント2013 〜Hello! Xmas Days♥〜 Berryz工房","Berryz工房","FC13011","3",,"0"
"1657","Hello! Project FCイベント2013 〜Hello! Xmas Days♥〜 モーニング娘。","モーニング娘。","FC13012","3",,"0"
"1658","Hello! Project FCイベント2013 〜Hello! Xmas Days♥〜 ℃-ute","℃-ute","FC13013","3",,"0"
"1659","Berryz工房 ANNEXイベント〜3HAPPY DAYS!!! Vol.2〜 ＜嗣永桃子・須藤茉麻＞","嗣永桃子 / 須藤茉麻","FC14001","2",,"0"
"1660","Berryz工房 ANNEXイベント〜3HAPPY DAYS!!! Vol.2〜 ＜徳永千奈美・夏焼雅・熊井友理奈＞","徳永千奈美 / 夏焼雅 / 熊井友理奈","FC14002","2",,"0"
"1661","Berryz工房 ANNEXイベント〜3HAPPY DAYS!!! Vol.2〜 ＜清水佐紀・菅谷梨沙子＞","清水佐紀 / 菅谷梨沙子","FC14003","2",,"0"
"1662","モーニング娘。’14 FCイベント 〜プレモ二。〜","モーニング娘。'14","FC14004","6",,"0"
"1663","Ｓ/mileage Mega Bank vol.６","スマイレージ","FC14005","4",,"0"
"1664","℃-ute FC EVENT 第16弾！キューティー♡ランド8 〜℃-ute結成9周年記念スペシャル〜","℃-ute","FC14006","1",,"0"
"1665","モーニング娘。’14 小田さくらソロイベント2014 〜さくらのしらべ3.5〜","小田さくら","FC14007","2",,"0"
"1666","ハロプロANNEX 〜Berryz工房×℃-ute＝Sweet♡ vol.２〜 ＜徳永千奈美・矢島舞美＞","徳永千奈美 / 矢島舞美","FC14008","2",,"0"
"1667","ハロプロANNEX 〜Berryz工房×℃-ute＝Sweet♡ vol.２〜 ＜清水佐紀・萩原舞＞","清水佐紀 / 萩原舞","FC14009","2",,"0"
"1668","Juice=Juice FCイベント2014〜Miracle×Juice×Box Ⅱ〜 メジャーデビュー1周年記念！","Juice=Juice","FC14010","2",,"0"
"1669","モーニング娘。’14 道重さゆみ FCイベント","道重さゆみ","FC14011","2",,"0"
"1670","Hello! Project FCイベント2014 〜Hello! Xmas Days2♥〜<℃-ute>","℃-ute","FC14012","3",,"0"
"1671","℃-ute 鈴木愛理・岡井千聖FCイベント 2015","鈴木愛理 / 岡井千聖","FC15001","1",,"0"
"1672","Berryz工房FCイベント2015","徳永千奈美 / 須藤茉麻 / 夏焼雅 / 菅谷梨沙子","FC15002","4",,"0"
"1673","アンジュルム夏祭り2015 中西・竹内・勝田・田村祭","中西香菜 / 竹内朱莉 / 勝田里奈 / 田村芽実","FC15003","2",,"0"
"1674","アンジュルム夏祭り2015 和田+室田・相川・佐々木祭","和田彩花 / 室田瑞希 / 相川茉穂 / 佐々木莉佳子","FC15004","2",,"0"
"1675","アンジュルム夏祭り2015 福田花音祭","福田花音","FC15005","2",,"0"
"1676","こぶしファクトリーFCイベント2015","こぶしファクトリー","FC15006","3",,"0"
"1677","つばきファクトリーFCイベント2015 〜ミニミニ☆クリスマス会〜","つばきファクトリー","FC15007","3",,"0"
"1678","モーニング娘。’15 FCイベント 〜13人がかりのクリスマス〜","モーニング娘。'15","FC15008","3",,"0"
"1679","アンジュルムFCイベント2015 〜ひと足お先にミラクルXmas〜","アンジュルム","FC15009","3",,"0"
"1680","℃-ute FCイベント2015「キューティー♡ランド9 〜℃hristmas Party！〜」","℃-ute","FC15010","2",,"0"
"1681","Juice=Juice FCイベント2015 〜メリクリ×Juice×Box〜","Juice=Juice","FC15011","1",,"0"
"1682","アンジュルム新メンバー 上國料萌衣お披露目イベント 〜かみこ試練！？の4番勝負〜","上國料萌衣 / 竹内朱莉 / 勝田里奈 / 相川茉穂 / 佐々木莉佳子","FC16001","2",,"0"
"1683","アンジュルム 中西香菜・竹内朱莉・勝田里奈・田村芽実FCイベント〜 アメリカパーティー☆クワッド◯◯◯◯2016春 〜","中西香菜 / 竹内朱莉 / 勝田里奈 / 田村芽実","FC16002","2",,"0"
"1684","ハロプロANNEX こぶし×つばき=Sweet♪ ＜藤井梨央・新沼希空・谷本安美・加賀楓＞","藤井梨央 / 新沼希空 / 谷本安美 / 加賀楓","FC16003","2",,"0"
"1685","ハロプロANNEX こぶし×つばき=Sweet♪ ＜野村みな美・山岸理子・岸本ゆめの・小野瑞歩＞","野村みな美 / 山岸理子 / 岸本ゆめの / 小野瑞歩","FC16004","2",,"0"
"1686","ハロプロANNEX こぶし×つばき=Sweet♪ ＜田口夏実・小片リサ・浅倉樹々・一岡伶奈＞","田口夏実 / 小片リサ / 浅倉樹々 / 一岡伶奈","FC16005","2",,"0"
"1687","アンジュルム 中西香菜・竹内朱莉・勝田里奈・田村芽実FCイベント〜 アメリカパーティー☆クワッドおかわり2016 〜","中西香菜 / 竹内朱莉 / 勝田里奈 / 田村芽実","FC16006","2",,"0"
"1688","モーニング娘。’16 鈴木香音FCイベント","鈴木香音","FC16007","1",,"0"
"1689","℃-ute FCイベント2016「キューティー♡ランド10 〜℃-ute結成11周年 FC大感謝祭〜」","℃-ute","FC16008","3",,"0"
"1690","つばきファクトリー FCイベント2016","つばきファクトリー","FC16009","3",,"0"
"1691","アンジュルム新メンバー 笠原桃奈お披露目イベント","アンジュルム","FC16010","2",,"0"
"1692","アンジュルム 中西香菜・竹内朱莉・勝田里奈FCイベント","中西香菜 / 竹内朱莉 / 勝田里奈","FC16011","1",,"0"
"1693","カントリー・ガールズ 梁川奈々美&船木結FCイベント2016","梁川奈々美 / 船木結","FC16012","2",,"0"
"1694","つばきファクトリー応援企画 〜キャメリア ファイッ!vol.1〜","つばきファクトリー","FC16013","1",,"0"
"1695","℃-ute 鈴木愛理・岡井千聖FCイベント2016","鈴木愛理 / 岡井千聖","FC16014","1",,"0"
"1696","つばきファクトリー応援企画 〜キャメリア ファイッ!vol.2〜","つばきファクトリー","FC16015","3",,"0"
"1697","つばきファクトリー応援企画 〜キャメリア ファイッ!vol.3〜","つばきファクトリー","FC16016","2",,"0"
"1698","Juice=Juice FCイベント2016 〜メリクリ×Juice×BoxⅡ〜","Juice=Juice","FC16017","3",,"0"
"1699","カントリー・ガールズ FCイベント2016〜クリスマス♡ガールズ〜","カントリー・ガールズ","FC16018","3",,"0"
"1700","モーニング娘。’16×アンジュルム FCイベント「ガチ☆キラ クリスマス戦」","モーニング娘。'16（佐藤優樹欠席） / アンジュルム","FC16019","9",,"0"
"1701","つばきファクトリー応援企画 〜キャメリア ファイッ!vol.4 ミニミニ☆クリスマス会2〜","つばきファクトリー","FC16020","3",,"0"
"1702","こぶしファクトリー FCイベント2016 〜Xmas Mode〜","こぶしファクトリー","FC16021","3",,"0"
"1703","℃-ute FCイベント2016「キューティー・ランド11 〜℃hristmas Party！2〜」","℃-ute","FC16022","3",,"0"
"1704","つばきファクトリー応援企画 〜キャメリア ファイッ!vol.5〜","つばきファクトリー","FC17001","5",,"0"
"1705","℃-ute 岡井千聖・萩原舞ＦＣイベント2017","岡井千聖 / 萩原舞","FC17002","1",,"0"
"1706","こぶしファクトリーＦＣイベント2017","こぶしファクトリー","FC17003","1",,"0"
"1707","こぶしファクトリー クリスマスFCイベント2017 〜Smile For You〜","こぶしファクトリー","FC17004","3",,"0"
"1708","アンジュルム クリスマスFCイベント2017 〜Red&White〜","アンジュルム（相川茉穂欠席）","FC17005","3",,"0"
"1709","つばきファクトリー応援企画 〜キャメリア ファイッ!vol.6 ミニミニ☆クリスマス会3〜","つばきファクトリー","FC17006","3",,"0"
"1710","モーニング娘。’17 クリスマスFCイベント 〜プレモニ。2〜","モーニング娘。'17","FC17007","3",,"0"
"1711","アンジュルム 上國料萌衣「かみこ日和 in クラブチッタ」","上國料萌衣","FC18001","1",,"0"
"1712","つばきファクトリーFCイベント 〜キャメリア ファイッ!vol.7 キャメリア Partyへようこそ!〜","つばきファクトリー","FC18002","1",,"0"
"1713","モーニング娘。’18 12期メンバー 尾形春水・野中美希・牧野真莉愛・羽賀朱音 FCイベント","尾形春水 / 野中美希 / 牧野真莉愛 / 羽賀朱音","FC18003","1",,"0"
"1714","モーニング娘。’18 12期メンバー 尾形春水FCイベント","尾形春水","FC18004","1",,"0"
"1715","新グループお披露目FCイベント2018 〜夏の陣ZIN 〜","一岡伶奈 / 島倉りか / 西田汐里 / 江口紗耶 / 高瀬くるみ / 前田こころ / 山﨑夢羽 / 岡村美波 / 清野桃々姫","FC18005","2",,"0"
"1716","つばきファクトリーFCイベント 〜キャメリア ファイッ!vol.8  Summer Festival!〜","つばきファクトリー","FC18006","2",,"0"
"1717","Juice=Juice FCイベント2018 〜Miracle×Juice×Box×Enjoy summer!〜","Juice=Juice","FC18007","2",,"0"
"1718","こぶしファクトリーFCイベント2018 〜SMILE! こぶし夏祭り!〜","こぶしファクトリー","FC18008","2",,"0"
"1719","モーニング娘。’18 FCイベント 〜結成記念 プレモニ。大感謝祭!22年目もいきまっしょい!〜","モーニング娘。'18","FC18009","1",,"0"
"1720","アンジュルム 室田瑞希・佐々木莉佳子FCイベント 2018","室田瑞希 / 佐々木莉佳子","FC18010","1",,"0"
"1721","こぶしファクトリー クリスマスFCイベント 2018 〜Smile For You 2〜","こぶしファクトリー","FC18011","2",,"0"
"1722","BEYOOOOONDS 応援企画FCイベント〜冬の陣ZIN〜","BEYOOOOONDS","FC18012","2",,"0"
