"id","event_Name","performer","event_id","stagesN","description","tpltype"
"1367","つばきファクトリー 谷本安美バースデーイベント2017","谷本安美","BD17045","2",,"0"
"1368","アンジュルム 竹内朱莉バースデーイベント2017","竹内朱莉","BD17046","2",,"0"
"1369","つばきファクトリー 山岸理子バースデーイベント2017","山岸理子","BD17047","2",,"0"
"1370","モーニング娘。’17 加賀楓バースデーイベント","加賀楓","BD17048","2",,"0"
"1371","Juice=Juice 宮本佳林バースデーイベント2017","宮本佳林","BD17049","1",,"0"
"1372","Juice=Juice 植村あかりバースデーイベント2017","植村あかり","BD17050","2",,"0"
"1373","稲場愛香バースデーイベント2017","稲場愛香","BD17051","2",,"0"
"1374","つばきファクトリー 小野田紗栞バースデーイベント2017","小野田紗栞","BD17052","2",,"0"
"1375","モーニング娘。’18 石田亜佑美バースデーイベント","石田亜佑美 / 小田さくら / 横山玲奈 / 森戸知沙希","BD18001","1",,"0"
"1376","カントリー・ガールズ／Juice=Juice 梁川奈々美バースデーイベント2018","梁川奈々美","BD18002","2",,"0"
"1377","モーニング娘。’18 牧野真莉愛バースデーイベント","牧野真莉愛","BD18003","1",,"0"
"1378","カントリー・ガールズ 小関舞バースデーイベント2018","小関舞","BD18004","2",,"0"
"1379","こぶしファクトリー 野村みな美バースデーイベント2018","野村みな美","BD18005","2",,"0"
"1380","モーニング娘。’18 尾形春水バースデーイベント","尾形春水","BD18006","2",,"0"
"1381","モーニング娘。’18／カントリー・ガールズ 森戸知沙希バースデーイベント","森戸知沙希","BD18007","2",,"0"
"1382","モーニング娘。’18 横山玲奈バースデーイベント","横山玲奈 / 川村文乃","BD18008","2",,"0"
"1383","こぶしファクトリー 和田桜子バースデーイベント2018","和田桜子","BD18009","2",,"0"
"1384","モーニング娘。’18 羽賀朱音バースデーイベント","羽賀朱音","BD18010","2",,"0"
"1385","モーニング娘。’18 小田さくらバースデーイベント〜さくらのしらべ7〜","小田さくら","BD18011","1",,"0"
"1386","Juice=Juice 宮崎由加バースデーイベント2018","宮崎由加","BD18012","1",,"0"
"1387","つばきファクトリー 岸本ゆめのバースデーイベント2018","岸本ゆめの","BD18013","2",,"0"
"1388","アンジュルム 勝田里奈バースデーイベント2018","勝田里奈","BD18014","2",,"0"
"1389","Juice=Juice 高木紗友希バースデーイベント2018","高木紗友希","BD18015","2",,"0"
"1390","こぶしファクトリー 浜浦彩乃バースデーイベント2018","浜浦彩乃","BD18016","1",,"0"
"1391","モーニング娘。’18 佐藤優樹バースデーイベント","佐藤優樹","BD18017","1",,"0"
"1392","Juice=Juice 段原瑠々バースデーイベント2018","段原瑠々","BD18018","3",,"0"
"1393","アンジュルム／カントリー・ガールズ 船木結バースデーイベント2018","船木結","BD18019","2",,"0"
"1394","アンジュルム 佐々木莉佳子バースデーイベント2018","佐々木莉佳子","BD18020","2",,"0"
"1395","アンジュルム 中西香菜バースデーイベント2018","中西香菜","BD18021","2",,"0"
"1396","アンジュルム 室田瑞希バースデーイベント2018","室田瑞希","BD18022","2",,"0"
"1397","Juice=Juice 金澤朋子バースデーイベント2018","金澤朋子","BD18023","1",,"0"
"1398","モーニング娘。’18 生田衣梨奈バースデーイベント","生田衣梨奈","BD18024","2",,"0"
"1399","アンジュルム 川村文乃バースデーイベント2018","川村文乃","BD18025","2",,"0"
"1400","こぶしファクトリー 井上玲音バースデーイベント2018","井上玲音","BD18026","2",,"0"
"1401","つばきファクトリー 秋山眞緒バースデーイベント2018","秋山眞緒","BD18027","2",,"0"
"1402","アンジュルム 和田彩花バースデーイベント2018","和田彩花","BD18028","2",,"0"
"1403","こぶしファクトリー 広瀬彩海バースデーイベント2018","広瀬彩海","BD18029","2",,"0"
"1404","つばきファクトリー 浅倉樹々バースデーイベント2018","浅倉樹々","BD18030","2",,"0"
"1405","つばきファクトリー 小野瑞歩バースデーイベント2018","小野瑞歩","BD18031","2",,"0"
"1406","モーニング娘。’18 野中美希バースデーイベント","野中美希 / 横山玲奈","BD18032","2",,"0"
"1407","カントリー・ガールズ 山木梨沙バースデーイベント2018","山木梨沙 / 新沼希空","BD18033","2",,"0"
"1408","つばきファクトリー 新沼希空バースデーイベント2018","新沼希空","BD18034","2",,"0"
"1409","モーニング娘。’18 譜久村聖バースデーイベント","譜久村聖","BD18035","1",,"0"
"1410","つばきファクトリー 小片リサバースデーイベント2018","小片リサ","BD18036","2",,"0"
"1411","アンジュルム 上國料萌衣・笠原桃奈バースデーイベント2018","上國料萌衣 / 笠原桃奈","BD18037","1",,"0"
"1412","モーニング娘。’18 飯窪春菜バースデーイベント","飯窪春菜 / 和田彩花","BD18038","1",,"0"
"1413","つばきファクトリー 谷本安美バースデーイベント2018","谷本安美","BD18039","2",,"0"
"1414","つばきファクトリー 山岸理子バースデーイベント2018","山岸理子","BD18040","2",,"0"
"1415","モーニング娘。’18 加賀楓バースデーイベント","加賀楓","BD18041","2",,"0"
"1416","Juice=Juice 宮本佳林バースデーイベント2018","宮本佳林","BD18042","2",,"0"
"1417","Juice=Juice 稲場愛香バースデーイベント2018","稲場愛香 / ハロプロ研修生北海道","BD18043","4",,"0"
"1418","Juice=Juice 植村あかりバースデーイベント2018","植村あかり","BD18044","1",,"0"
"1419","アンジュルム 竹内朱莉バースデーイベント2018","竹内朱莉","BD18045","2",,"0"
"1420","つばきファクトリー 小野田紗栞バースデーイベント2018","小野田紗栞","BD18046","2",,"0"
"1421","雨ノ森 川海 清野桃々姫バースデーイベント2018","清野桃々姫","BD18047","2",,"0"
"1422","モーニング娘。’19 石田亜佑美バースデーイベント","石田亜佑美","BD19001","2",,"0"
"1423","Juice=Juice／カントリー・ガールズ 梁川奈々美バースデーイベント2019","梁川奈々美","BD19002","2",,"0"
"1424","モーニング娘。’19 牧野真莉愛バースデーイベント","牧野真莉愛","BD19003","2",,"0"
"1425","カントリー・ガールズ 小関舞バースデーイベント2019","小関舞","BD19004","2",,"0"
"1426","こぶしファクトリー 野村みな美バースデーイベント2019","野村みな美","BD19005","2",,"0"
"1427","モーニング娘。’19／カントリー・ガールズ 森戸知沙希バースデーイベント","森戸知沙希","BD19006","2",,"0"
"1428","モーニング娘。’19 横山玲奈バースデーイベント","横山玲奈","BD19007","1",,"0"
"1429","BEYOOOOONDS/CHICA#TETSU 一岡伶奈バースデーイベント2019","一岡伶奈","BD19008","2",,"0"
"1430","BEYOOOOONDS/雨ノ森 川海 高瀬くるみバースデーイベント2019","高瀬くるみ / 前田こころ / 山﨑夢羽","BD19009","2",,"0"
"1431","モーニング娘。’19 羽賀朱音バースデーイベント ","羽賀朱音","BD19010","2",,"0"
"1432","モーニング娘。’19 小田さくらバースデーイベント〜さくらのしらべ8〜","小田さくら","BD19011","2",,"0"
"1433","つばきファクトリー 岸本ゆめのバースデーイベント2019","岸本ゆめの","BD19012","2",,"0"
"1434","アンジュルム 勝田里奈バースデーイベント2019","勝田里奈","BD19013","2",,"0"
"1435","Juice=Juice 宮崎由加バースデーイベント2019","宮崎由加","BD19014","2",,"0"
"1436","Juice=Juice 高木紗友希バースデーイベント2019","高木紗友希 / 牧野真莉愛 / 横山玲奈 / 金澤朋子 / 橋迫鈴 / 出頭杏奈 / 小野田華凛","BD19015","2",,"0"
"1437","モーニング娘。’19 佐藤優樹バースデーイベント","佐藤優樹","BD19016","2",,"0"
"1438","Juice=Juice 段原瑠々バースデーイベント2019","段原瑠々","BD19017","2",,"0"
"1439","アンジュルム／カントリー・ガールズ 船木結バースデーイベント2019","船木結","BD19018","2",,"0"
"1440","こぶしファクトリー 浜浦彩乃バースデーイベント2019","浜浦彩乃 / 和田桜子","BD19019","2",,"0"
"1441","アンジュルム 佐々木莉佳子バースデーイベント2019","佐々木莉佳子","BD19020","2",,"0"
"1442","アンジュルム 中西香菜バースデーイベント2019","中西香菜","BD19021","2",,"0"
"1443","BEYOOOOONDS/CHICA#TETSU 西田汐里バースデーイベント2019","西田汐里","BD19022","2",,"0"
"1444","BEYOOOOONDS/雨ノ森 川海 前田こころバースデーイベント2019","前田こころ","BD19023","2",,"0"
"1445","アンジュルム 室田瑞希バースデーイベント2019","室田瑞希","BD19024","2",,"0"
"1446","Juice=Juice 金澤朋子バースデーイベント2019","金澤朋子","BD19025","2",,"0"
"1447","モーニング娘。’19 生田衣梨奈バースデーイベント","生田衣梨奈 / 米村姫良々 / 窪田七海","BD19026","2",,"0"
"1448","アンジュルム 川村文乃バースデーイベント2019","川村文乃","BD19027","2",,"0"
"1449","こぶしファクトリー 井上玲音バースデーイベント2019","井上玲音","BD19028","2",,"0"
"1450","つばきファクトリー 秋山眞緒バースデーイベント2019","秋山眞緒","BD19029","2",,"0"
"1451","BEYOOOOONDS/CHICA#TETSU 江口紗耶バースデーイベント2019","江口紗耶","BD19030","2",,"0"
"1452","こぶしファクトリー 広瀬彩海バースデーイベント2019","広瀬彩海","BD19031","2",,"0"
"1453","BEYOOOOONDS 小林萌花バースデーイベント2019","小林萌花","BD19032","1",,"0"
"1454","BEYOOOOONDS/CHICA#TETSU 島倉りかバースデーイベント2019","島倉りか","BD19033","2",,"0"
"1455","BEYOOOOONDS 里吉うたのバースデーイベント2019","里吉うたの","BD19034","1",,"0"
"1456","つばきファクトリー 小野瑞歩バースデーイベント2019","小野瑞歩","BD19035","2",,"0"
"1457","モーニング娘。’19 野中美希バースデーイベント","野中美希 / 加賀楓 / 横山玲奈","BD19036","2",,"0"
"1458","カントリー・ガールズ 山木梨沙バースデーイベント2019","山木梨沙","BD19037","1",,"0"
"1459","BEYOOOOONDS/雨ノ森 川海 岡村美波バースデーイベント2019","岡村美波","BD19038","2",,"0"
"1460","つばきファクトリー 新沼希空バースデーイベント2019","新沼希空","BD19039","2",,"0"
"1461","モーニング娘。´19 譜久村聖バースデーイベント","譜久村聖","BD19040","2",,"0"
"1462","BEYOOOOONDS/雨ノ森 川海 山﨑夢羽バースデーイベント2019","山﨑夢羽 / 吉川友","BD19041","2",,"0"
"1463","つばきファクトリー 小片リサバースデーイベント2019","小片リサ","BD19042","2",,"0"
"1464","アンジュルム 上國料萌衣・笠原桃奈バースデーイベント2019","上國料萌衣 / 笠原桃奈","BD19043","2",,"0"
"1465","つばきファクトリー 谷本安美バースデーイベント2019","谷本安美","BD19044","2",,"0"
"1466","アンジュルム 竹内朱莉バースデーイベント2019","竹内朱莉","BD19045","2",,"0"
"1467","つばきファクトリー 山岸理子バースデーイベント2019","山岸理子","BD19046","2",,"0"
"1468","モーニング娘。’19 加賀楓バースデーイベント","加賀楓","BD19047","2",,"0"
"1469","Juice=Juice 宮本佳林バースデーイベント2019","宮本佳林","BD19048","2",,"0"
"1470","BEYOOOOONDS 平井美葉バースデーイベント2019","平井美葉","BD19049","2",,"0"
"1471","BEYOOOOONDS/雨ノ森 川海 清野桃々姫バースデーイベント2019","清野桃々姫","BD19050","2",,"0"
"1472","Juice=Juice 稲場愛香バースデーイベント2019","稲場愛香","BD19051","4",,"0"
"1473","つばきファクトリー 小野田紗栞バースデーイベント2019","小野田紗栞","BD19052","2",,"0"
"1474","Juice=Juice 植村あかりバースデーイベント2019","植村あかり","BD19053","2",,"0"
"1475","モーニング娘。’20 石田亜佑美バースデーイベント","石田亜佑美","BD20001","1",,"0"
"1476","アンジュルム 伊勢鈴蘭バースデーイベント2020","伊勢鈴蘭","BD20002","2",,"0"
"1477","Juice=Juice 植村あかりバースデーイベント in 大阪","植村あかり","BD20003","2",,"0"
"1478","モーニング娘。’20 牧野真莉愛バースデーイベント","牧野真莉愛","BD20004","2",,"0"
"1479","こぶしファクトリー 野村みな美バースデーイベント2020","野村みな美","BD20005","2",,"0"
"1480","モーニング娘。’20 森戸知沙希バースデーイベント","森戸知沙希 / 小関舞","BD20006","2",,"0"
"1481","モーニング娘。’20 横山玲奈バースデーイベント","横山玲奈","BD20007","2",,"0"
"1482","BEYOOOOONDS/CHICA#TETSU 一岡伶奈バースデーイベント2020","一岡伶奈","BD20008","2",,"0"
"1483","Juice=Juice 金澤朋子バースデーイベント2020","金澤朋子","BD20009","4",,"0"
"1484","Juice=Juice 井上玲音バースデーイベント2020","井上玲音","BD20010","4",,"0"
"1485","モーニング娘。’20 小田さくらバースデーイベント 〜さくらのしらべ9〜","小田さくら","BD20011","4",,"0"
"1486","つばきファクトリー 秋山眞緒バースデーイベント2020","秋山眞緒","BD20012","2",,"0"
"1487","BEYOOOOONDS/雨ノ森 川海 高瀬くるみバースデーイベント2020","高瀬くるみ","BD20013","2",,"0"
"1488","モーニング娘。’20 羽賀朱音バースデーイベント","羽賀朱音","BD20014","2",,"0"
"1489","モーニング娘。’20 北川莉央バースデーイベント","北川梨央","BD20015","2",,"0"
"1490","BEYOOOOONDS/CHICA#TETSU 江口紗耶バースデーイベント2020","江口紗耶","BD20016","2",,"0"
"1491","モーニング娘。’20 岡村ほまれバースデーイベント","岡村ほまれ","BD20017","2",,"0"
"1492","Juice=Juice 高木紗友希バースデーイベント2020","高木紗友希","BD20018","4",,"0"
"1493","アンジュルム 船木結バースデーイベント2020","船木結","BD20019","2",,"0"
"1494","つばきファクトリー 岸本ゆめのバースデーイベント2020","岸本ゆめの","BD20020","2",,"0"
"1495","アンジュルム 佐々木莉佳子バースデーイベント2020","佐々木莉佳子","BD20021","2",,"0"
"1496","BEYOOOOONDS/CHICA#TETSU 島倉りかバースデーイベント2020","島倉りか","BD20022","2",,"0"
"1497","モーニング娘。’20 山﨑愛生バースデーイベント","山﨑愛生","BD20023","2",,"0"
"1498","モーニング娘。’20 佐藤優樹バースデーイベント","佐藤優樹","BD20024","2",,"0"
"1499","モーニング娘。’20 生田衣梨奈バースデーイベント","生田衣梨奈","BD20025","2",,"0"
"1500","BEYOOOOONDS/CHICA#TETSU 西田汐里バースデーイベント2020","西田汐里","BD20026","2",,"0"
"1501","BEYOOOOONDS 小林萌花バースデーイベント2020","小林萌花","BD20027","2",,"0"
"1502","つばきファクトリー 浅倉樹々バースデーイベント2020","浅倉樹々","BD20028","3",,"0"
"1503","BEYOOOOONDS/雨ノ森 川海 前田こころバースデーイベント2020","前田こころ","BD20029","2",,"0"
"1504","Juice=Juice 段原瑠々バースデーイベント2020","段原瑠々","BD20030","5",,"0"
"1505","Juice=Juice 松永里愛バースデーイベント2020","松永里愛","BD20031","2",,"0"
"1506","BEYOOOOONDS 里吉うたのバースデーイベント2020","里吉うたの","BD20032","2",,"0"
"1507","アンジュルム 川村文乃バースデーイベント2020","川村文乃","BD20033","4",,"0"
"1508","つばきファクトリー 小野瑞歩バースデーイベント2020","小野瑞歩","BD20034","2",,"0"
"1509","アンジュルム 橋迫鈴バースデーイベント2020","橋迫鈴","BD20035","2",,"0"
"1510","モーニング娘。’20 野中美希バースデーイベント","野中美希","BD20036","4",,"0"
"1511","Juice=Juice 工藤由愛バースデーイベント2020","工藤由愛 / 稲場愛香(MC)","BD20037","2",,"0"
"1512","つばきファクトリー 新沼希空バースデーイベント2020","新沼希空","BD20038","2",,"0"
"1513","BEYOOOOONDS/雨ノ森 川海 岡村美波バースデーイベント2020","岡村美波","BD20039","2",,"0"
"1514","アンジュルム 笠原桃奈バースデーイベント2020","笠原桃奈","BD20040","2",,"0"
"1515","アンジュルム 上國料萌衣バースデーイベント2020","上國料萌衣","BD20041","2",,"0"
"1516","モーニング娘。’20 譜久村聖バースデーイベント","譜久村聖","BD20042","4",,"0"
"1517","BEYOOOOONDS/雨ノ森 川海 山﨑夢羽バースデーイベント2020","山﨑夢羽","BD20043","2",,"0"
"1518","つばきファクトリー 谷本安美バースデーイベント2020","谷本安美","BD20044","2",,"0"
"1519","つばきファクトリー 山岸理子バースデーイベント2020","山岸理子","BD20045","2",,"0"
"1520","アンジュルム 竹内朱莉バースデーイベント2020","竹内朱莉","BD20046","2",,"0"
"1521","モーニング娘。’20 加賀楓バースデーイベント","加賀楓","BD20047","2",,"0"
"1522","Juice=Juice 宮本佳林バースデーイベント2020","宮本佳林","BD20048","2",,"0"
"1523","BEYOOOOONDS 平井美葉バースデーイベント2020","平井美葉","BD20049","2",,"0"
"1524","Juice=Juice 稲場愛香バースデーイベント2020","稲場愛香","BD20050","2",,"0"
"1525","つばきファクトリー 小野田紗栞バースデーイベント2020","小野田紗栞","BD20051","2",,"0"
"1526","Juice=Juice 植村あかりバースデーイベント2020","植村あかり","BD20052","2",,"0"
"1527","BEYOOOOONDS/雨ノ森 川海 清野桃々姫バースデーイベント2020","清野桃々姫","BD20053","2",,"0"
"1528","モーニング娘。’21 石田亜佑美バースデーイベント","石田亜佑美","BD21001","2",,"0"
"1529","アンジュルム 伊勢鈴蘭バースデーイベント2021","伊勢鈴蘭","BD21002","2",,"0"
"1530","モーニング娘。’21 牧野真莉愛バースデーイベント","牧野真莉愛","BD21003","2",,"0"
"1531","モーニング娘。’21 森戸知沙希バースデーイベント","森戸知沙希","BD21004","2",,"0"
"1532","モーニング娘。’21 横山玲奈バースデーイベント","横山玲奈","BD21005","2",,"0"
"1533","BEYOOOOONDS CHICA#TETSU 一岡伶奈バースデーイベント2021","一岡伶奈","BD21006","2",,"0"
"1534","モーニング娘。’21 羽賀朱音バースデーイベント","羽賀朱音","BD21007","2",,"0"
"1535","BEYOOOOONDS/雨ノ森 川海 高瀬くるみバースデーイベント2021","高瀬くるみ","BD21008","2",,"0"
"1536","モーニング娘。’21 小田さくらバースデーイベント〜さくらのしらべ10〜","小田さくら","BD21009","2",,"0"
"1537","モーニング娘。’21 北川莉央バースデーイベント","北川莉央","BD21010","2",,"0"
"1538","つばきファクトリー 岸本ゆめのバースデーイベント2021","岸本ゆめの","BD21011","2",,"0"
"1539","アンジュルム 佐々木莉佳子バースデーイベント2021","佐々木莉佳子","BD21012","2",,"0"
"1540","BEYOOOOONDS CHICA#TETSU 西田汐里バースデーイベント2021","西田汐里","BD21013","2",,"0"
"1541","BEYOOOOONDS 雨ノ森 川海 前田こころバースデーイベント2021","前田こころ","BD21014","2",,"0"
"1542","モーニング娘。’21 山﨑愛生バースデーイベント","山﨑愛生","BD21015","2",,"0"
"1543","Juice=Juice 金澤朋子バースデーイベント2021 〜Phantom〜","金澤朋子","BD21016","2",,"0"
"1544","Juice=Juice 松永里愛バースデーイベント2021","松永里愛","BD21017","2",,"0"
"1545","アンジュルム 川村文乃バースデーイベント2021","川村文乃","BD21018","2",,"0"
"1546","Juice=Juice 段原瑠々バースデーイベント2021","段原瑠々","BD21019","2",,"0"
"1547","モーニング娘。’21 生田衣梨奈バースデーイベント","生田衣梨奈","BD21020","2",,"0"
"1548","Juice=Juice 井上玲音バースデーイベント2021","井上玲音","BD21021","2",,"0"
"1549","モーニング娘。’21 岡村ほまれバースデーイベント","岡村ほまれ","BD21022","2",,"0"
"1550","つばきファクトリー 秋山眞緒バースデーイベント2021","秋山眞緒 / 山岸理子(MC)","BD21023","2",,"0"
"1551","BEYOOOOONDS/CHICA#TETSU 江口紗耶バースデーイベント2021","江口紗耶 / 一岡伶奈(MC)","BD21024","2",,"0"
"1552","BEYOOOOONDS/SeasoningS 小林萌花バースデーイベント2021","小林萌花 / 里吉うたの(MC)","BD21025","2",,"0"
"1553","BEYOOOOONDS/CHICA#TETSU 島倉りかバースデーイベント2021","島倉りか / 江口紗耶(MC)","BD21026","2",,"0"
"1554","つばきファクトリー 浅倉樹々バースデーイベント2021","浅倉樹々","BD21027","2",,"0"
"1555","BEYOOOOONDS/SeasoningS 里吉うたのバースデーイベント2021","里吉うたの / 小林萌花(MC)","BD21028","2",,"0"
"1556","Juice=Juice 工藤由愛バースデーイベント2021","工藤由愛 / 稲場愛香(MC)","BD21029","2",,"0"
"1557","つばきファクトリー 小野瑞歩バースデーイベント2021","小野瑞歩","BD21030","2",,"0"
"1558","アンジュルム 橋迫鈴バースデーイベント2021","橋迫鈴","BD21031","2",,"0"
"1559","モーニング娘。’21 野中美希バースデーイベント","野中美希","BD21032","2",,"0"
"1560","BEYOOOOONDS/雨ノ森 川海 岡村美波バースデーイベント2021","岡村美波 / 前田こころ(MC)","BD21033","2",,"0"
"1561","アンジュルム 笠原桃奈バースデーイベント2021","笠原桃奈","BD21034","2",,"0"
"1562","アンジュルム 上國料萌衣&笠原桃奈バースデーイベント2021","上國料萌衣 / 笠原桃奈","BD21035","2",,"0"
"1563","モーニング娘。’21 譜久村聖バースデーイベント","譜久村聖","BD21036","2",,"0"
"1564","BEYOOOOONDS/雨ノ森 川海 山﨑夢羽バースデーイベント2021","山﨑夢羽 / 清野桃々姫(MC)","BD21037","2",,"0"
"1565","つばきファクトリー 谷本安美バースデーイベント2021","谷本安美 / 浅倉樹々(MC)","BD21038","2",,"0"
"1566","つばきファクトリー 新沼希空バースデーイベント2021","新沼希空 / 谷本安美(MC)","BD21039","2",,"0"
"1567","アンジュルム 竹内朱莉バースデーイベント2021","竹内朱莉","BD21040","2",,"0"
"1568","つばきファクトリー 山岸理子バースデーイベント2021","山岸理子 / 河西結心/豫風瑠乃(リーダーお祝い係)","BD21041","2",,"0"
"1569","モーニング娘。’21 加賀楓バースデーイベント","加賀楓","BD21042","2",,"0"
"1570","Juice=Juice 稲場愛香バースデーイベント2021","稲場愛香","BD21043","4",,"0"
"1571","アンジュルム 川名凜バースデーイベント2021","川名凜","BD21044","2",,"0"
"1572","BEYOOOOONDS/SeasoningS 平井美葉バースデーイベント2021","平井美葉 / 高瀬くるみ(MC)","BD21045","2",,"0"
"1573","Juice=Juice 植村あかりバースデーイベント2021","植村あかり","BD21046","2",,"0"
"1574","つばきファクトリー 小野田紗栞バースデーイベント2021","小野田紗栞 / 秋山眞緒","BD21047","2",,"0"
"1575","BEYOOOOONDS/雨ノ森 川海 清野桃々姫バースデーイベント2021","清野桃々姫 / 前田こころ(MC)","BD21048","2","2回目","0"
"1576","モーニング娘。’22 石田亜佑美バースデーイベント","モーニング娘。'22 石田亜佑美バースデーイベント","BD22001","2",,"0"
"1577","アンジュルム 伊勢鈴蘭バースデーイベント2022","伊勢鈴蘭","BD22002","2",,"0"
"1578","モーニング娘。’22 牧野真莉愛バースデーイベント","牧野真莉愛","BD22003","2",,"0"
"1579","アンジュルム 為永幸音バースデーイベント2022","為永幸音","BD22004","2",,"0"
"1580","モーニング娘。’22 森戸知沙希バースデーイベント","森戸知沙希","BD22005","2",,"0"
"1581","モーニング娘。’22 横山玲奈バースデーイベント","横山玲奈","BD22006","2",,"0"
"1582","BEYOOOOONDS/CHICA#TETSU 一岡伶奈バースデーイベント2022","一岡伶奈 / 西田汐里(MC)","BD22007","2",,"0"
"1583","モーニング娘。’22 羽賀朱音バースデーイベント","羽賀朱音","BD22008","2",,"0"
"1584","モーニング娘。’22 小田さくらバースデーイベント 〜さくらのしらべ11〜","小田さくら","BD22009","2",,"0"
"1585","BEYOOOOONDS/雨ノ森 川海 高瀬くるみバースデーイベント2022","高瀬くるみ / 島倉りか","BD22010","2",,"0"
"1586","モーニング娘。'22 北川莉央バースデーイベント","北川梨央","BD22011","2",,"0"
"1587","つばきファクトリー 岸本ゆめのバースデーイベント2022","岸本ゆめの","BD22012","2",,"0"
"1588","モーニング娘。’22 岡村ほまれバースデーイベント","岡村ほまれ","BD22013","2",,"0"
"1589","Juice=Juice 段原瑠々バースデーイベント2022","段原瑠々","BD22014","2",,"0"
"1590","アンジュルム 佐々木莉佳子バースデーイベント2022","佐々木莉佳子","BD22015","2",,"0"
"1591","FC限定「岡井千聖（℃-ute）Solo Live 2011 Vol.1〜会社で踊ってみた!!〜」","岡井千聖","FC11001","2",,"0"
"1592","モーニング娘。FCイベント 2011.2 〜Morning Labo！Ⅱ〜","モーニング娘。","FC11002","8",,"0"
"1593","Berryz工房ファンの集い2011〜BerryzアワーGO!GO=3〜","Berryz工房","FC11003","3",,"0"
"1594","Berryz工房 結成7周年記念〜ファンクラブ大感謝祭〜 ＜菅谷梨沙子＞","菅谷梨沙子","FC11004","2",,"0"
"1595","Berryz工房 結成7周年記念〜ファンクラブ大感謝祭〜 ＜熊井友理奈＞","熊井友理奈","FC11005","2",,"0"
"1596","Berryz工房 結成7周年記念〜ファンクラブ大感謝祭〜 ＜嗣永桃子＞","嗣永桃子","FC11006","2",,"0"
"1597","Berryz工房 結成7周年記念〜ファンクラブ大感謝祭〜 ＜須藤茉麻＞","須藤茉麻","FC11007","2",,"0"
"1598","Berryz工房 結成7周年記念〜ファンクラブ大感謝祭〜 ＜清水佐紀＞","清水佐紀","FC11008","2",,"0"
"1599","愛佳のANNEXイベント〜パステルカラーDays〜 ＜Days1＞","光井 / 生田 / 鞘師","FC11009","2",,"0"
"1600","愛佳のANNEXイベント〜パステルカラーDays〜 ＜Days2＞","光井 / 譜久村 / 鈴木","FC11010","2",,"0"
"1601","Berryz工房 結成7周年記念〜ファンクラブ大感謝祭〜 ＜夏焼雅＞","夏焼雅","FC11011","2",,"0"
"1602","真野恵里菜 PLATINUM ANNEX イベント〜別冊“マノマニア”初版〜","真野恵里菜","FC11012","2",,"0"
"1603","Berryz工房 結成7周年記念〜ファンクラブ大感謝祭〜 ＜徳永千奈美＞","徳永千奈美","FC11013","2",,"0"
"1604","℃フェス2011初夏〜℃-なっちゃうのよソロLIVE！〜 ＜中島早貴＞","中島早貴","FC11014","2",,"0"
"1605","℃フェス2011初夏〜℃-なっちゃうのよソロLIVE！〜 ＜岡井千聖＞","岡井千聖","FC11015","2",,"0"
"1606","℃フェス2011初夏〜℃-なっちゃうのよソロLIVE！〜 ＜鈴木愛理＞","鈴木愛理","FC11016","2",,"0"
"1607","℃フェス2011初夏〜℃-なっちゃうのよソロLIVE！〜 ＜萩原舞＞","萩原舞","FC11017","2",,"0"
"1608","℃フェス2011初夏〜℃-なっちゃうのよソロLIVE！〜 ＜矢島舞美＞","矢島舞美","FC11018","2",,"0"
"1609","ハロプロ エッグ 夏期休暇前スペシャル！〜新人さん!?、いらっしゃ〜い！〜","勝田里奈 / 高木紗友希 / 田辺奈菜美 / 長澤和奏","FC11019","8",,"0"
"1610","℃フェス2011秋〜℃ーなっちゃうのよ 夢☆コラボ〜 ＜鈴木愛理・岡井千聖＞","鈴木愛理 / 岡井千聖","FC11020","1",,"0"
"1611","℃フェス2011秋〜℃ーなっちゃうのよ 夢☆コラボ〜 ＜矢島舞美・中島早貴・萩原舞＞","矢島舞美 / 中島早貴 / 萩原舞","FC11021","1",,"0"
"1612","ハロプロ エッグ 文化祭 11月 〜新メン（!?）を迎えて〜","高木紗友希 / 田辺奈菜美 / 吉橋くるみ / 田口夏実 / 小川麗奈","FC11022","4",,"0"
"1613","Berryz工房ファンの集い2011〜なんちゅうクリスマスをやってるぅ YOU KNOW？〜","Berryz工房","FC11023","3",,"0"
"1614","℃-ute FC EVENT 第14弾！〜キューティー♡ランド6〜","℃-ute","FC11024","5",,"0"
"1615","モーニング娘。10期お披露目イベント","飯窪春菜 / 石田亜佑美 / 佐藤優樹 / 工藤遥 / 新垣里沙","FC11025","1",,"0"
"1616","S/mileage Mega Bank vol.4","スマイレージ","FC11026","2",,"0"
"1617","愛佳のANNEXイベント〜パステルカラーDays 2〜","光井愛佳 / 鞘師里保 / 鈴木香音","FC12001","4",,"0"
"1618","モーニング娘。FCイベント 2012 〜Morning Labo！Ⅲ〜","モーニング娘。","FC12002","5",,"0"
"1619","ハロプロANNEX 〜Berryz工房×℃-ute＝Sweet♡〜 ＜須藤茉麻・岡井千聖＞","須藤茉麻 / 岡井千聖","FC12003","2",,"0"
"1620","ハロプロANNEX 〜Berryz工房×℃-ute＝Sweet♡〜 ＜徳永千奈美・矢島舞美＞","徳永千奈美 / 矢島舞美","FC12004","2",,"0"
"1621","ハロプロANNEX 〜Berryz工房×℃-ute＝Sweet♡〜 ＜熊井友理奈・中島早貴＞","熊井友理奈 / 中島早貴","FC12005","2",,"0"
